ID_LOG_MAT;MODO_INGRESO;ID_ASIGNACION;ID_MTO;DESC_BODEGA;DIAM_BODEGA;EVENTO;DOCUMENTO;CANT_MOVIMIENTO;FOTO_RESPALDO;UBIC_DESTINO;ID_BULK_ORIGEN;FECHA;USUARIO
c8143011;ASIGNADO A LÍNEA;M-00407;1.838;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143012;ASIGNADO A LÍNEA;M-00408;1.839;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143013;ASIGNADO A LÍNEA;M-00409;1.840;;;RECEPCIÓN;;0,18;;;;12/03/2026;Enzo Santambrogio
c8143014;ASIGNADO A LÍNEA;M-00410;1.841;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143015;ASIGNADO A LÍNEA;M-00411;1.842;;;RECEPCIÓN;;0,14;;;;12/03/2026;Enzo Santambrogio
c8143016;ASIGNADO A LÍNEA;M-00412;1.843;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143017;ASIGNADO A LÍNEA;M-00413;1.844;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143018;ASIGNADO A LÍNEA;M-00414;1.845;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143019;ASIGNADO A LÍNEA;M-00415;1.846;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143020;ASIGNADO A LÍNEA;M-00416;1.847;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143021;ASIGNADO A LÍNEA;M-00417;1.848;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143022;ASIGNADO A LÍNEA;M-00418;1.849;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143023;ASIGNADO A LÍNEA;M-00419;1.850;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143024;ASIGNADO A LÍNEA;M-00420;1.851;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143025;ASIGNADO A LÍNEA;M-00421;1.852;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143026;ASIGNADO A LÍNEA;M-00422;1.853;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143027;ASIGNADO A LÍNEA;M-00423;1.854;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143028;ASIGNADO A LÍNEA;M-00424;1.855;;;RECEPCIÓN;;0,17;;;;12/03/2026;Enzo Santambrogio
c8143029;ASIGNADO A LÍNEA;M-00425;1.856;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143030;ASIGNADO A LÍNEA;M-00426;1.857;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143031;ASIGNADO A LÍNEA;M-00427;1.858;;;RECEPCIÓN;;0,21;;;;12/03/2026;Enzo Santambrogio
c8143032;ASIGNADO A LÍNEA;M-00428;1.859;;;RECEPCIÓN;;0,8;;;;12/03/2026;Enzo Santambrogio
c8143033;ASIGNADO A LÍNEA;M-00429;1.860;;;RECEPCIÓN;;0,44;;;;12/03/2026;Enzo Santambrogio
c8143034;ASIGNADO A LÍNEA;M-00430;1.861;;;RECEPCIÓN;;0,41;;;;12/03/2026;Enzo Santambrogio
c8143035;ASIGNADO A LÍNEA;M-00431;1.862;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143036;ASIGNADO A LÍNEA;M-00432;1.863;;;RECEPCIÓN;;0,41;;;;12/03/2026;Enzo Santambrogio
c8143037;ASIGNADO A LÍNEA;M-00433;1.864;;;RECEPCIÓN;;0,19;;;;12/03/2026;Enzo Santambrogio
c8143038;ASIGNADO A LÍNEA;M-00434;1.865;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143039;ASIGNADO A LÍNEA;M-00435;1.866;;;RECEPCIÓN;;0,37;;;;12/03/2026;Enzo Santambrogio
c8143040;ASIGNADO A LÍNEA;M-00436;1.867;;;RECEPCIÓN;;0,14;;;;12/03/2026;Enzo Santambrogio
c8143041;ASIGNADO A LÍNEA;M-00437;1.868;;;RECEPCIÓN;;0,14;;;;12/03/2026;Enzo Santambrogio
c8143042;ASIGNADO A LÍNEA;M-00438;1.869;;;RECEPCIÓN;;0,2;;;;12/03/2026;Enzo Santambrogio
c8143043;ASIGNADO A LÍNEA;M-00439;1.870;;;RECEPCIÓN;;0,2;;;;12/03/2026;Enzo Santambrogio
c8143044;ASIGNADO A LÍNEA;M-00440;1.871;;;RECEPCIÓN;;2,04;;;;12/03/2026;Enzo Santambrogio
c8143045;ASIGNADO A LÍNEA;M-00441;1.872;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143046;ASIGNADO A LÍNEA;M-00442;1.873;;;RECEPCIÓN;;0,17;;;;12/03/2026;Enzo Santambrogio
c8143047;ASIGNADO A LÍNEA;M-00443;1.874;;;RECEPCIÓN;;3,51;;;;12/03/2026;Enzo Santambrogio
c8143048;ASIGNADO A LÍNEA;M-00444;1.875;;;RECEPCIÓN;;0,81;;;;12/03/2026;Enzo Santambrogio
c8143049;ASIGNADO A LÍNEA;M-00445;1.876;;;RECEPCIÓN;;0,3;;;;12/03/2026;Enzo Santambrogio
c8143050;ASIGNADO A LÍNEA;M-00446;1.877;;;RECEPCIÓN;;2,04;;;;12/03/2026;Enzo Santambrogio
c8143051;ASIGNADO A LÍNEA;M-00447;1.878;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143052;ASIGNADO A LÍNEA;M-00448;1.879;;;RECEPCIÓN;;0,2;;;;12/03/2026;Enzo Santambrogio
c8143053;ASIGNADO A LÍNEA;M-00449;1.880;;;RECEPCIÓN;;0,2;;;;12/03/2026;Enzo Santambrogio
c8143054;ASIGNADO A LÍNEA;M-00450;1.881;;;RECEPCIÓN;;2;;;;12/03/2026;Enzo Santambrogio
c8143055;ASIGNADO A LÍNEA;M-00451;1.882;;;RECEPCIÓN;;0,21;;;;12/03/2026;Enzo Santambrogio
c8143056;ASIGNADO A LÍNEA;M-00452;1.883;;;RECEPCIÓN;;0,54;;;;12/03/2026;Enzo Santambrogio
c8143057;ASIGNADO A LÍNEA;M-00453;1.884;;;RECEPCIÓN;;1,07;;;;12/03/2026;Enzo Santambrogio
c8143058;ASIGNADO A LÍNEA;M-00454;1.885;;;RECEPCIÓN;;5,42;;;;12/03/2026;Enzo Santambrogio
c8143059;ASIGNADO A LÍNEA;M-00455;1.886;;;RECEPCIÓN;;0,2;;;;12/03/2026;Enzo Santambrogio
c8143060;ASIGNADO A LÍNEA;M-00456;1.887;;;RECEPCIÓN;;2,36;;;;12/03/2026;Enzo Santambrogio
c8143061;ASIGNADO A LÍNEA;M-00457;1.888;;;RECEPCIÓN;;0,54;;;;12/03/2026;Enzo Santambrogio
c8143062;ASIGNADO A LÍNEA;M-00458;1.889;;;RECEPCIÓN;;0,2;;;;12/03/2026;Enzo Santambrogio
c8143063;ASIGNADO A LÍNEA;M-00459;1.890;;;RECEPCIÓN;;1,53;;;;12/03/2026;Enzo Santambrogio
c8143064;ASIGNADO A LÍNEA;M-00460;1.891;;;RECEPCIÓN;;0,19;;;;12/03/2026;Enzo Santambrogio
c8143065;ASIGNADO A LÍNEA;M-00461;1.892;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143066;ASIGNADO A LÍNEA;M-00462;1.893;;;RECEPCIÓN;;0,21;;;;12/03/2026;Enzo Santambrogio
c8143067;ASIGNADO A LÍNEA;M-00463;1.894;;;RECEPCIÓN;;0,25;;;;12/03/2026;Enzo Santambrogio
c8143068;ASIGNADO A LÍNEA;M-00464;1.895;;;RECEPCIÓN;;0,15;;;;12/03/2026;Enzo Santambrogio
c8143069;ASIGNADO A LÍNEA;M-00465;1.896;;;RECEPCIÓN;;0,61;;;;12/03/2026;Enzo Santambrogio
c8143070;ASIGNADO A LÍNEA;M-00466;1.897;;;RECEPCIÓN;;1,34;;;;12/03/2026;Enzo Santambrogio
c8143071;ASIGNADO A LÍNEA;M-00467;1.898;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143072;ASIGNADO A LÍNEA;M-00468;1.899;;;RECEPCIÓN;;0,35;;;;12/03/2026;Enzo Santambrogio
c8143073;ASIGNADO A LÍNEA;M-00469;1.900;;;RECEPCIÓN;;0,21;;;;12/03/2026;Enzo Santambrogio
c8143074;ASIGNADO A LÍNEA;M-00470;1.901;;;RECEPCIÓN;;0,63;;;;12/03/2026;Enzo Santambrogio
c8143075;ASIGNADO A LÍNEA;M-00471;1.902;;;RECEPCIÓN;;0,36;;;;12/03/2026;Enzo Santambrogio
c8143076;ASIGNADO A LÍNEA;M-00472;1.903;;;RECEPCIÓN;;0,12;;;;12/03/2026;Enzo Santambrogio
c8143077;ASIGNADO A LÍNEA;M-00473;1.904;;;RECEPCIÓN;;0,17;;;;12/03/2026;Enzo Santambrogio
c8143078;ASIGNADO A LÍNEA;M-00474;1.905;;;RECEPCIÓN;;1,9;;;;12/03/2026;Enzo Santambrogio
c8143079;ASIGNADO A LÍNEA;M-00475;1.906;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143080;ASIGNADO A LÍNEA;M-00476;1.907;;;RECEPCIÓN;;2,81;;;;12/03/2026;Enzo Santambrogio
c8143081;ASIGNADO A LÍNEA;M-00477;1.908;;;RECEPCIÓN;;0,15;;;;12/03/2026;Enzo Santambrogio
c8143082;ASIGNADO A LÍNEA;M-00478;1.909;;;RECEPCIÓN;;0,3;;;;12/03/2026;Enzo Santambrogio
c8143083;ASIGNADO A LÍNEA;M-00479;1.910;;;RECEPCIÓN;;6,32;;;;12/03/2026;Enzo Santambrogio
c8143084;ASIGNADO A LÍNEA;M-00480;1.911;;;RECEPCIÓN;;8,93;;;;12/03/2026;Enzo Santambrogio
c8143085;ASIGNADO A LÍNEA;M-00481;1.912;;;RECEPCIÓN;;0,15;;;;12/03/2026;Enzo Santambrogio
c8143086;ASIGNADO A LÍNEA;M-00482;1.913;;;RECEPCIÓN;;1,45;;;;12/03/2026;Enzo Santambrogio
c8143087;ASIGNADO A LÍNEA;M-00483;1.914;;;RECEPCIÓN;;0,62;;;;12/03/2026;Enzo Santambrogio
c8143088;ASIGNADO A LÍNEA;M-00484;1.915;;;RECEPCIÓN;;0,65;;;;12/03/2026;Enzo Santambrogio
c8143089;ASIGNADO A LÍNEA;M-00485;1.916;;;RECEPCIÓN;;0,23;;;;12/03/2026;Enzo Santambrogio
c8143090;ASIGNADO A LÍNEA;M-00486;1.917;;;RECEPCIÓN;;4,18;;;;12/03/2026;Enzo Santambrogio
c8143091;ASIGNADO A LÍNEA;M-00487;1.918;;;RECEPCIÓN;;1,41;;;;12/03/2026;Enzo Santambrogio
c8143092;ASIGNADO A LÍNEA;M-00488;1.919;;;RECEPCIÓN;;2,21;;;;12/03/2026;Enzo Santambrogio
c8143093;ASIGNADO A LÍNEA;M-00489;1.920;;;RECEPCIÓN;;2,34;;;;12/03/2026;Enzo Santambrogio
c8143094;ASIGNADO A LÍNEA;M-00490;1.921;;;RECEPCIÓN;;0,45;;;;12/03/2026;Enzo Santambrogio
c8143095;ASIGNADO A LÍNEA;M-00491;1.922;;;RECEPCIÓN;;0,45;;;;12/03/2026;Enzo Santambrogio
c8143096;ASIGNADO A LÍNEA;M-00492;1.923;;;RECEPCIÓN;;0,42;;;;12/03/2026;Enzo Santambrogio
c8143097;ASIGNADO A LÍNEA;M-00493;1.924;;;RECEPCIÓN;;0,55;;;;12/03/2026;Enzo Santambrogio
c8143098;ASIGNADO A LÍNEA;M-00494;1.925;;;RECEPCIÓN;;0,98;;;;12/03/2026;Enzo Santambrogio
c8143099;ASIGNADO A LÍNEA;M-00495;1.926;;;RECEPCIÓN;;0,53;;;;12/03/2026;Enzo Santambrogio
c8143100;ASIGNADO A LÍNEA;M-00496;1.927;;;RECEPCIÓN;;0,17;;;;12/03/2026;Enzo Santambrogio
c8143101;ASIGNADO A LÍNEA;M-00497;1.928;;;RECEPCIÓN;;0,94;;;;12/03/2026;Enzo Santambrogio
c8143102;ASIGNADO A LÍNEA;M-00498;1.929;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143103;ASIGNADO A LÍNEA;M-00499;1.930;;;RECEPCIÓN;;0,44;;;;12/03/2026;Enzo Santambrogio
c8143104;ASIGNADO A LÍNEA;M-00500;1.931;;;RECEPCIÓN;;0,63;;;;12/03/2026;Enzo Santambrogio
c8143105;ASIGNADO A LÍNEA;M-00501;1.932;;;RECEPCIÓN;;2,36;;;;12/03/2026;Enzo Santambrogio
c8143106;ASIGNADO A LÍNEA;M-00502;1.933;;;RECEPCIÓN;;0,15;;;;12/03/2026;Enzo Santambrogio
c8143107;ASIGNADO A LÍNEA;M-00503;1.934;;;RECEPCIÓN;;0,07;;;;12/03/2026;Enzo Santambrogio
c8143108;ASIGNADO A LÍNEA;M-00504;1.935;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143109;ASIGNADO A LÍNEA;M-00505;1.936;;;RECEPCIÓN;;2,2;;;;12/03/2026;Enzo Santambrogio
c8143110;ASIGNADO A LÍNEA;M-00506;1.937;;;RECEPCIÓN;;1,85;;;;12/03/2026;Enzo Santambrogio
c8143111;ASIGNADO A LÍNEA;M-00507;1.938;;;RECEPCIÓN;;0,63;;;;12/03/2026;Enzo Santambrogio
c8143112;ASIGNADO A LÍNEA;M-00508;1.939;;;RECEPCIÓN;;0,12;;;;12/03/2026;Enzo Santambrogio
c8143113;ASIGNADO A LÍNEA;M-00509;1.940;;;RECEPCIÓN;;2,51;;;;12/03/2026;Enzo Santambrogio
c8143114;ASIGNADO A LÍNEA;M-00510;1.941;;;RECEPCIÓN;;0,67;;;;12/03/2026;Enzo Santambrogio
c8143115;ASIGNADO A LÍNEA;M-00511;1.942;;;RECEPCIÓN;;0,46;;;;12/03/2026;Enzo Santambrogio
c8143116;ASIGNADO A LÍNEA;M-00512;1.943;;;RECEPCIÓN;;0,59;;;;12/03/2026;Enzo Santambrogio
c8143117;ASIGNADO A LÍNEA;M-00513;1.944;;;RECEPCIÓN;;0,59;;;;12/03/2026;Enzo Santambrogio
c8143118;ASIGNADO A LÍNEA;M-00514;1.945;;;RECEPCIÓN;;0,25;;;;12/03/2026;Enzo Santambrogio
c8143119;ASIGNADO A LÍNEA;M-00515;1.946;;;RECEPCIÓN;;0,2;;;;12/03/2026;Enzo Santambrogio
c8143120;ASIGNADO A LÍNEA;M-00516;1.947;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143121;ASIGNADO A LÍNEA;M-00517;1.948;;;RECEPCIÓN;;0,16;;;;12/03/2026;Enzo Santambrogio
c8143122;ASIGNADO A LÍNEA;M-00518;1.949;;;RECEPCIÓN;;2,11;;;;12/03/2026;Enzo Santambrogio
c8143123;ASIGNADO A LÍNEA;M-00519;1.950;;;RECEPCIÓN;;0,23;;;;12/03/2026;Enzo Santambrogio
c8143124;ASIGNADO A LÍNEA;M-00520;1.951;;;RECEPCIÓN;;0,62;;;;12/03/2026;Enzo Santambrogio
c8143125;ASIGNADO A LÍNEA;M-00521;1.952;;;RECEPCIÓN;;0,58;;;;12/03/2026;Enzo Santambrogio
c8143126;ASIGNADO A LÍNEA;M-00522;1.953;;;RECEPCIÓN;;0,94;;;;12/03/2026;Enzo Santambrogio
c8143127;ASIGNADO A LÍNEA;M-00523;1.954;;;RECEPCIÓN;;0,2;;;;12/03/2026;Enzo Santambrogio
c8143128;ASIGNADO A LÍNEA;M-00524;1.955;;;RECEPCIÓN;;1,61;;;;12/03/2026;Enzo Santambrogio
c8143129;ASIGNADO A LÍNEA;M-00525;1.956;;;RECEPCIÓN;;0,86;;;;12/03/2026;Enzo Santambrogio
c8143130;ASIGNADO A LÍNEA;M-00526;1.957;;;RECEPCIÓN;;0,8;;;;12/03/2026;Enzo Santambrogio
c8143131;ASIGNADO A LÍNEA;M-00527;1.958;;;RECEPCIÓN;;0,36;;;;12/03/2026;Enzo Santambrogio
c8143132;ASIGNADO A LÍNEA;M-00528;1.959;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143133;ASIGNADO A LÍNEA;M-00529;1.960;;;RECEPCIÓN;;0,36;;;;12/03/2026;Enzo Santambrogio
c8143134;ASIGNADO A LÍNEA;M-00530;1.961;;;RECEPCIÓN;;0,8;;;;12/03/2026;Enzo Santambrogio
c8143135;ASIGNADO A LÍNEA;M-00531;1.962;;;RECEPCIÓN;;0,05;;;;12/03/2026;Enzo Santambrogio
c8143136;ASIGNADO A LÍNEA;M-00532;1.969;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143137;ASIGNADO A LÍNEA;M-00533;1.970;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143138;ASIGNADO A LÍNEA;M-00534;1.971;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143139;ASIGNADO A LÍNEA;M-00535;1.972;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143140;ASIGNADO A LÍNEA;M-00536;1.973;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143141;ASIGNADO A LÍNEA;M-00537;1.974;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143142;ASIGNADO A LÍNEA;M-00538;1.975;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143143;ASIGNADO A LÍNEA;M-00539;1.976;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143144;ASIGNADO A LÍNEA;M-00540;1.977;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143145;ASIGNADO A LÍNEA;M-00541;1.978;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143146;ASIGNADO A LÍNEA;M-00542;1.979;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143147;ASIGNADO A LÍNEA;M-00543;1.980;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143148;ASIGNADO A LÍNEA;M-00544;1.981;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143149;ASIGNADO A LÍNEA;M-00545;1.982;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143150;ASIGNADO A LÍNEA;M-00546;1.983;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143151;ASIGNADO A LÍNEA;M-00547;1.984;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143152;ASIGNADO A LÍNEA;M-00548;1.985;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143153;ASIGNADO A LÍNEA;M-00549;1.986;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143154;ASIGNADO A LÍNEA;M-00550;1.987;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143155;ASIGNADO A LÍNEA;M-00551;1.988;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143156;ASIGNADO A LÍNEA;M-00552;1.989;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143157;ASIGNADO A LÍNEA;M-00553;1.990;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143158;ASIGNADO A LÍNEA;M-00554;1.991;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143159;ASIGNADO A LÍNEA;M-00555;1.992;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143160;ASIGNADO A LÍNEA;M-00556;1.993;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143161;ASIGNADO A LÍNEA;M-00557;1.994;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143162;ASIGNADO A LÍNEA;M-00558;1.995;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143163;ASIGNADO A LÍNEA;M-00559;1.996;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143164;ASIGNADO A LÍNEA;M-00560;1.1858;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143165;ASIGNADO A LÍNEA;M-00561;1.1859;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143166;ASIGNADO A LÍNEA;M-00562;1.1860;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143167;ASIGNADO A LÍNEA;M-00563;1.1861;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143168;ASIGNADO A LÍNEA;M-00564;1.1862;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143169;ASIGNADO A LÍNEA;M-00565;1.1863;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143170;ASIGNADO A LÍNEA;M-00566;1.1864;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143171;ASIGNADO A LÍNEA;M-00567;1.1865;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143172;ASIGNADO A LÍNEA;M-00568;1.1866;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143173;ASIGNADO A LÍNEA;M-00569;1.1867;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143174;ASIGNADO A LÍNEA;M-00570;1.1868;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143175;ASIGNADO A LÍNEA;M-00571;1.1869;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143176;ASIGNADO A LÍNEA;M-00572;1.1870;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143177;ASIGNADO A LÍNEA;M-00573;1.1871;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143178;ASIGNADO A LÍNEA;M-00574;1.1872;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143179;ASIGNADO A LÍNEA;M-00575;1.1873;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143180;ASIGNADO A LÍNEA;M-00576;1.1874;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143181;ASIGNADO A LÍNEA;M-00577;1.1875;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143182;ASIGNADO A LÍNEA;M-00578;1.1876;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143183;ASIGNADO A LÍNEA;M-00579;1.1877;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143184;ASIGNADO A LÍNEA;M-00580;1.1878;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143185;ASIGNADO A LÍNEA;M-00581;1.1879;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143186;ASIGNADO A LÍNEA;M-00582;1.1880;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143187;ASIGNADO A LÍNEA;M-00583;1.1881;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143188;ASIGNADO A LÍNEA;M-00584;1.1882;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143189;ASIGNADO A LÍNEA;M-00585;1.1883;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143190;ASIGNADO A LÍNEA;M-00586;1.1884;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143191;ASIGNADO A LÍNEA;M-00587;1.1885;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143192;ASIGNADO A LÍNEA;M-00588;1.1886;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143193;ASIGNADO A LÍNEA;M-00589;1.1887;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143194;ASIGNADO A LÍNEA;M-00590;1.1888;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143195;ASIGNADO A LÍNEA;M-00591;1.1889;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143196;ASIGNADO A LÍNEA;M-00592;2.15;;;RECEPCIÓN;;4,78;;;;12/03/2026;Enzo Santambrogio
c8143197;ASIGNADO A LÍNEA;M-00593;2.16;;;RECEPCIÓN;;0,17;;;;12/03/2026;Enzo Santambrogio
c8143198;ASIGNADO A LÍNEA;M-00594;2.17;;;RECEPCIÓN;;0,07;;;;12/03/2026;Enzo Santambrogio
c8143199;ASIGNADO A LÍNEA;M-00595;2.18;;;RECEPCIÓN;;5,45;;;;12/03/2026;Enzo Santambrogio
c8143200;ASIGNADO A LÍNEA;M-00596;2.19;;;RECEPCIÓN;;0,93;;;;12/03/2026;Enzo Santambrogio
c8143201;ASIGNADO A LÍNEA;M-00597;2.20;;;RECEPCIÓN;;1,96;;;;12/03/2026;Enzo Santambrogio
c8143202;ASIGNADO A LÍNEA;M-00598;2.21;;;RECEPCIÓN;;3,7;;;;12/03/2026;Enzo Santambrogio
c8143203;ASIGNADO A LÍNEA;M-00599;2.22;;;RECEPCIÓN;;0,23;;;;12/03/2026;Enzo Santambrogio
c8143204;ASIGNADO A LÍNEA;M-00600;2.23;;;RECEPCIÓN;;0,83;;;;12/03/2026;Enzo Santambrogio
c8143205;ASIGNADO A LÍNEA;M-00601;2.24;;;RECEPCIÓN;;0,64;;;;12/03/2026;Enzo Santambrogio
c8143206;ASIGNADO A LÍNEA;M-00602;2.25;;;RECEPCIÓN;;2,24;;;;12/03/2026;Enzo Santambrogio
c8143207;ASIGNADO A LÍNEA;M-00603;2.26;;;RECEPCIÓN;;7,79;;;;12/03/2026;Enzo Santambrogio
c8143208;ASIGNADO A LÍNEA;M-00604;2.27;;;RECEPCIÓN;;0,36;;;;12/03/2026;Enzo Santambrogio
c8143209;ASIGNADO A LÍNEA;M-00605;2.28;;;RECEPCIÓN;;0,93;;;;12/03/2026;Enzo Santambrogio
c8143210;ASIGNADO A LÍNEA;M-00606;2.29;;;RECEPCIÓN;;2,4;;;;12/03/2026;Enzo Santambrogio
c8143211;ASIGNADO A LÍNEA;M-00607;2.30;;;RECEPCIÓN;;0,25;;;;12/03/2026;Enzo Santambrogio
c8143212;ASIGNADO A LÍNEA;M-00608;2.31;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143213;ASIGNADO A LÍNEA;M-00609;2.32;;;RECEPCIÓN;;3,97;;;;12/03/2026;Enzo Santambrogio
c8143214;ASIGNADO A LÍNEA;M-00610;2.33;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143215;ASIGNADO A LÍNEA;M-00611;2.34;;;RECEPCIÓN;;0,63;;;;12/03/2026;Enzo Santambrogio
c8143216;ASIGNADO A LÍNEA;M-00612;2.35;;;RECEPCIÓN;;2,13;;;;12/03/2026;Enzo Santambrogio
c8143217;ASIGNADO A LÍNEA;M-00613;2.36;;;RECEPCIÓN;;1,24;;;;12/03/2026;Enzo Santambrogio
c8143218;ASIGNADO A LÍNEA;M-00614;2.37;;;RECEPCIÓN;;3,89;;;;12/03/2026;Enzo Santambrogio
